Id;Book;URL;FullName;FirstName
854;The Tower of the Swallow;https://witcher.fandom.com/wiki/Gerard_Troyden;Gerard Troyden;Gerard
855;The Tower of the Swallow;https://witcher.fandom.com/wiki/Giselher;Giselher;Giselher
856;The Tower of the Swallow;https://witcher.fandom.com/wiki/Golan_Drozdeck;Golan Drozdeck;Golan
857;The Tower of the Swallow;https://witcher.fandom.com/wiki/Gosta;Gosta;Gosta
858;The Tower of the Swallow;https://witcher.fandom.com/wiki/Goulue;Goulue;Goulue
859;The Tower of the Swallow;https://witcher.fandom.com/wiki/Guiscard_Vermuellen;Guiscard Vermuellen;Guiscard
860;The Tower of the Swallow;https://witcher.fandom.com/wiki/Guthlaf;Guthlaf;Guthlaf
861;The Tower of the Swallow;https://witcher.fandom.com/wiki/Henselt;Henselt;Henselt
862;The Tower of the Swallow;https://witcher.fandom.com/wiki/Hjalmar_an_Craite;Hjalmar an Craite;Hjalmar
863;The Tower of the Swallow;https://witcher.fandom.com/wiki/Homer_Straggen;Homer Straggen;Homer
864;The Tower of the Swallow;https://witcher.fandom.com/wiki/Horsehide;Horsehide;Horsehide
865;The Tower of the Swallow;https://witcher.fandom.com/wiki/Hotspurn;Hotspurn;Hotspurn
866;The Tower of the Swallow;https://witcher.fandom.com/wiki/Iola;Iola;Iola
867;The Tower of the Swallow;https://witcher.fandom.com/wiki/Iola_the_Second;Iola the Second;Iola
868;The Tower of the Swallow;https://witcher.fandom.com/wiki/Iskra;Iskra;Iskra
869;The Tower of the Swallow;https://witcher.fandom.com/wiki/Ithlinne;Ithlinne;Ithlinne
870;The Tower of the Swallow;https://witcher.fandom.com/wiki/Jacob_Fenn;Jacob Fenn;Jacob
871;The Tower of the Swallow;https://witcher.fandom.com/wiki/Jan_Calveit;Jan Calveit;Jan
872;The Tower of the Swallow;https://witcher.fandom.com/wiki/Jan_Cronin;Jan Cronin;Jan
873;The Tower of the Swallow;https://witcher.fandom.com/wiki/Jarre;Jarre;Jarre
874;The Tower of the Swallow;https://witcher.fandom.com/wiki/Jediah_Mekesser;Jediah Mekesser;Jediah
875;The Tower of the Swallow;https://witcher.fandom.com/wiki/Joachim_de_Wett;Joachim de Wett;Joachim
876;The Tower of the Swallow;https://witcher.fandom.com/wiki/Joanna_Selborne;Joanna Selborne;Joanna
877;The Tower of the Swallow;https://witcher.fandom.com/wiki/Juan_Gutierrez;Juan Gutierrez;Juan
878;The Tower of the Swallow;https://witcher.fandom.com/wiki/Julia_Abatemarco;Julia Abatemarco;Julia
879;The Tower of the Swallow;https://witcher.fandom.com/wiki/Kabernik_Turent;Kabernik Turent;Kabernik
880;The Tower of the Swallow;https://witcher.fandom.com/wiki/Kamil_Ronstetter;Kamil Ronstetter;Kamil
881;The Tower of the Swallow;https://witcher.fandom.com/wiki/Katje;Katje;Katje
882;The Tower of the Swallow;https://witcher.fandom.com/wiki/Kaveri;Kaveri;Kaveri
883;The Tower of the Swallow;https://witcher.fandom.com/wiki/Kayleigh;Kayleigh;Kayleigh
884;The Tower of the Swallow;https://witcher.fandom.com/wiki/Kelpie_(horse);Kelpie;Kelpie
885;The Tower of the Swallow;https://witcher.fandom.com/wiki/Kohut;Kohut;Kohut
886;The Tower of the Swallow;https://witcher.fandom.com/wiki/Lady_de_Lisemore;Lady de Lisemore;Lady
887;The Tower of the Swallow;https://witcher.fandom.com/wiki/Lambert;Lambert;Lambert
888;The Tower of the Swallow;https://witcher.fandom.com/wiki/Lara_Dorren;Lara Dorren;Lara
889;The Tower of the Swallow;https://witcher.fandom.com/wiki/Lebioda;Lebioda;Lebioda
890;The Tower of the Swallow;https://witcher.fandom.com/wiki/Leo_Bonhart;Leo Bonhart;Leo
891;The Tower of the Swallow;https://witcher.fandom.com/wiki/Lorenzo_Molla;Lorenzo Molla;Lorenzo
892;The Tower of the Swallow;https://witcher.fandom.com/wiki/Lydia_van_Bredevoort;Lydia van Bredevoort;Lydia
893;The Tower of the Swallow;https://witcher.fandom.com/wiki/Mad_De%C3%AF;Mad Deï;Mad
894;The Tower of the Swallow;https://witcher.fandom.com/wiki/Margarita_Laux-Antille;Margarita Laux-Antille;Margarita
895;The Tower of the Swallow;https://witcher.fandom.com/wiki/Marie_de_Mercey;Marie de Mercey;Marie
896;The Tower of the Swallow;https://witcher.fandom.com/wiki/Markus_Braibant;Markus Braibant;Markus
897;The Tower of the Swallow;https://witcher.fandom.com/wiki/Marquard;Marquard;Marquard
898;The Tower of the Swallow;https://witcher.fandom.com/wiki/Marquis_de_Mercey;Marquis de Mercey;Marquis
899;The Tower of the Swallow;https://witcher.fandom.com/wiki/Matilda_de_Nementh-Uyvar;Matilda de Nementh-Uyvar;Matilda
900;The Tower of the Swallow;https://witcher.fandom.com/wiki/Matted_Hair;Matted Hair;Matted
901;The Tower of the Swallow;https://witcher.fandom.com/wiki/Mawr_var_Anahid;Mawr var Anahid;Mawr
902;The Tower of the Swallow;https://witcher.fandom.com/wiki/Menno_Coehoorn;Menno Coehoorn;Menno
903;The Tower of the Swallow;https://witcher.fandom.com/wiki/Meve;Meve;Meve
904;The Tower of the Swallow;https://witcher.fandom.com/wiki/Michael_de_Noailles;Michael de Noailles;Michael
905;The Tower of the Swallow;https://witcher.fandom.com/wiki/Milo_Vanderbeck;Milo Vanderbeck;Milo
906;The Tower of the Swallow;https://witcher.fandom.com/wiki/Milton_de_Peyrac-Peyran;Milton de Peyrac-Peyran;Milton
907;The Tower of the Swallow;https://witcher.fandom.com/wiki/Milva;Milva;Milva
908;The Tower of the Swallow;https://witcher.fandom.com/wiki/Mistle;Mistle;Mistle
909;The Tower of the Swallow;https://witcher.fandom.com/wiki/Muchomorek;Muchomorek;Muchomorek
910;The Tower of the Swallow;https://witcher.fandom.com/wiki/Myrrha;Myrrha;Myrrha
911;The Tower of the Swallow;https://witcher.fandom.com/wiki/Nenneke;Nenneke;Nenneke
912;The Tower of the Swallow;https://witcher.fandom.com/wiki/Neratin_Ceka;Neratin Ceka;Neratin
913;The Tower of the Swallow;https://witcher.fandom.com/wiki/Novosad;Novosad;Novosad
914;The Tower of the Swallow;https://witcher.fandom.com/wiki/Nycklar;Nycklar;Nycklar
915;The Tower of the Swallow;https://witcher.fandom.com/wiki/Ola_Harsheim;Ola Harsheim;Ola
916;The Tower of the Swallow;https://witcher.fandom.com/wiki/Paulie_Dahlberg;Paulie Dahlberg;Paulie
917;The Tower of the Swallow;https://witcher.fandom.com/wiki/Pennycuick;Pennycuick;Pennycuick
918;The Tower of the Swallow;https://witcher.fandom.com/wiki/Philippa_Eilhart;Philippa Eilhart;Philippa
919;The Tower of the Swallow;https://witcher.fandom.com/wiki/Prine;Prine;Prine
920;The Tower of the Swallow;https://witcher.fandom.com/wiki/Radcliffe;Radcliffe;Radcliffe
921;The Tower of the Swallow;https://witcher.fandom.com/wiki/Radovid_I;Radovid I;Radovid I
922;The Tower of the Swallow;https://witcher.fandom.com/wiki/Radovid_III;Radovid III;Radovid III
923;The Tower of the Swallow;https://witcher.fandom.com/wiki/Radovid_V;Radovid V;Radovid V
924;The Tower of the Swallow;https://witcher.fandom.com/wiki/Raymund;Raymund;Raymund
925;The Tower of the Swallow;https://witcher.fandom.com/wiki/Reef;Reef;Reef
926;The Tower of the Swallow;https://witcher.fandom.com/wiki/Reynart_de_Bois-Fresnes;Reynart de Bois-Fresnes;Reynart
927;The Tower of the Swallow;https://witcher.fandom.com/wiki/Rhyd;Rhyd;Rhyd
928;The Tower of the Swallow;https://witcher.fandom.com/wiki/Riannon;Riannon;Riannon
929;The Tower of the Swallow;https://witcher.fandom.com/wiki/Rience;Rience;Rience
930;The Tower of the Swallow;https://witcher.fandom.com/wiki/Rispat_La_Pointe;Rispat La Pointe;Rispat
931;The Tower of the Swallow;https://witcher.fandom.com/wiki/Roach;Roach;Roach
932;The Tower of the Swallow;https://witcher.fandom.com/wiki/Roderick_de_Novembre;Roderick de Novembre;Roderick
933;The Tower of the Swallow;https://witcher.fandom.com/wiki/Rupert_(The_Tower_of_the_Swallow);Rupert;Rupert
934;The Tower of the Swallow;https://witcher.fandom.com/wiki/Scarra_sisters;Scarra sisters;Scarra
935;The Tower of the Swallow;https://witcher.fandom.com/wiki/Schirr%C3%BA;Schirrú;Schirrú
936;The Tower of the Swallow;https://witcher.fandom.com/wiki/Schliemann;Schliemann;Schliemann
937;The Tower of the Swallow;https://witcher.fandom.com/wiki/Sheala_de_Tancarville;Sheala de Tancarville;Sheala
938;The Tower of the Swallow;https://witcher.fandom.com/wiki/Sigismund_Dijkstra;Sigismund Dijkstra;Sigismund
939;The Tower of the Swallow;https://witcher.fandom.com/wiki/Sigrdrifa;Sigrdrifa;Sigrdrifa
940;The Tower of the Swallow;https://witcher.fandom.com/wiki/Stavro;Stavro;Stavro
941;The Tower of the Swallow;https://witcher.fandom.com/wiki/Stigward;Stigward;Stigward
942;The Tower of the Swallow;https://witcher.fandom.com/wiki/Surcratasse;Surcratasse;Surcratasse
943;The Tower of the Swallow;https://witcher.fandom.com/wiki/Sven_(Guthlaf%27s_father);Sven;Sven
944;The Tower of the Swallow;https://witcher.fandom.com/wiki/Talbot;Talbot;Talbot
945;The Tower of the Swallow;https://witcher.fandom.com/wiki/Tankred_Thyssen;Tankred Thyssen;Tankred
946;The Tower of the Swallow;https://witcher.fandom.com/wiki/Til_Echrade;Til Echrade;Til
947;The Tower of the Swallow;https://witcher.fandom.com/wiki/Tissaia_de_Vries;Tissaia de Vries;Tissaia
948;The Tower of the Swallow;https://witcher.fandom.com/wiki/Torres_var_Emreis;Torres var Emreis;Torres
949;The Tower of the Swallow;https://witcher.fandom.com/wiki/Triss_Merigold;Triss Merigold;Triss
950;The Tower of the Swallow;https://witcher.fandom.com/wiki/Troyden;Troyden;Troyden
951;The Tower of the Swallow;https://witcher.fandom.com/wiki/Valdez;Valdez;Valdez
952;The Tower of the Swallow;https://witcher.fandom.com/wiki/Vattier_de_Rideaux;Vattier de Rideaux;Vattier
953;The Tower of the Swallow;https://witcher.fandom.com/wiki/Vesemir;Vesemir;Vesemir
954;The Tower of the Swallow;https://witcher.fandom.com/wiki/Vilgefortz;Vilgefortz;Vilgefortz
955;The Tower of the Swallow;https://witcher.fandom.com/wiki/Vissegerd;Vissegerd;Vissegerd
956;The Tower of the Swallow;https://witcher.fandom.com/wiki/Vizimir_II;Vizimir II;Vizimir II
957;The Tower of the Swallow;https://witcher.fandom.com/wiki/Vysogota_of_Corvo;Vysogota of Corvo;Vysogota
958;The Tower of the Swallow;https://witcher.fandom.com/wiki/Walter_Beda;Walter Beda;Walter
959;The Tower of the Swallow;https://witcher.fandom.com/wiki/Weasel;Weasel;Weasel
960;The Tower of the Swallow;https://witcher.fandom.com/wiki/Windsor_Imbra;Windsor Imbra;Windsor
961;The Tower of the Swallow;https://witcher.fandom.com/wiki/Xarthisius;Xarthisius;Xarthisius
962;The Tower of the Swallow;https://witcher.fandom.com/wiki/Yarpen_Zigrin;Yarpen Zigrin;Yarpen
963;The Tower of the Swallow;https://witcher.fandom.com/wiki/Yennefer_of_Vengerberg;Yennefer of Vengerberg;Yennefer
964;The Tower of the Swallow;https://witcher.fandom.com/wiki/Yirrel;Yirrel;Yirrel
965;The Tower of the Swallow;https://witcher.fandom.com/wiki/Yuz_Jannowitz;Yuz Jannowitz;Yuz
966;The Tower of the Swallow;https://witcher.fandom.com/wiki/Zdyb;Zdyb;Zdyb
967;The Tower of the Swallow;https://witcher.fandom.com/wiki/Zuleyka;Zuleyka;Zuleyka
968;The Tower of the Swallow;https://witcher.fandom.com/wiki/Zyvik;Zyvik;Zyvik
969;Time of Contempt;https://witcher.fandom.com/wiki/Abdank;Abdank;Abdank
970;Time of Contempt;https://witcher.fandom.com/wiki/Agnes_of_Glanville;Agnes of Glanville;Agnes
971;Time of Contempt;https://witcher.fandom.com/wiki/Aine_Dermott;Aine Dermott;Aine
972;Time of Contempt;https://witcher.fandom.com/wiki/Akerspaark;Akerspaark;Akerspaark
973;Time of Contempt;https://witcher.fandom.com/wiki/Akerspaark%27s_children;Akerspaark's children;Akerspaark's
974;Time of Contempt;https://witcher.fandom.com/wiki/Alia_Akerspaark;Alia Akerspaark;Alia
975;Time of Contempt;https://witcher.fandom.com/wiki/Aplegatt;Aplegatt;Aplegatt
976;Time of Contempt;https://witcher.fandom.com/wiki/April_Wenhaver;April Wenhaver;April
977;Time of Contempt;https://witcher.fandom.com/wiki/Ardal_aep_Dahy;Ardal aep Dahy;Ardal
978;Time of Contempt;https://witcher.fandom.com/wiki/Argentina_Akerspaark;Argentina Akerspaark;Argentina
979;Time of Contempt;https://witcher.fandom.com/wiki/Artaud_Terranova;Artaud Terranova;Artaud
980;Time of Contempt;https://witcher.fandom.com/wiki/Asse;Asse;Asse
981;Time of Contempt;https://witcher.fandom.com/wiki/Audegast;Audegast;Audegast
982;Time of Contempt;https://witcher.fandom.com/wiki/Augusta_Wagner;Augusta Wagner;Augusta
983;Time of Contempt;https://witcher.fandom.com/wiki/Aurora_Henson;Aurora Henson;Aurora
984;Time of Contempt;https://witcher.fandom.com/wiki/Bernie_Hofmeier;Bernie Hofmeier;Bernie
985;Time of Contempt;https://witcher.fandom.com/wiki/Bianca_d%27Este;Bianca d'Este;Bianca
986;Time of Contempt;https://witcher.fandom.com/wiki/Blaise;Blaise;Blaise
987;Time of Contempt;https://witcher.fandom.com/wiki/Blue_Knight;Blue Knight;Blue
988;Time of Contempt;https://witcher.fandom.com/wiki/Bode;Bode;Bode
989;Time of Contempt;https://witcher.fandom.com/wiki/Bronibor;Bronibor;Bronibor
990;Time of Contempt;https://witcher.fandom.com/wiki/Cahir_Mawr_Dyffryn_aep_Ceallach;Cahir Mawr Dyffryn aep Ceallach;Cahir
991;Time of Contempt;https://witcher.fandom.com/wiki/Cairbre_aep_Diared;Cairbre aep Diared;Cairbre
992;Time of Contempt;https://witcher.fandom.com/wiki/Calanthe;Calanthe;Calanthe
993;Time of Contempt;https://witcher.fandom.com/wiki/Carduin;Carduin;Carduin
994;Time of Contempt;https://witcher.fandom.com/wiki/Carla_Demetia_Crest;Carla Demetia Crest;Carla
995;Time of Contempt;https://witcher.fandom.com/wiki/Ceallach_aep_Gruffyd;Ceallach aep Gruffyd;Ceallach
996;Time of Contempt;https://witcher.fandom.com/wiki/Cinia_Hofmeier;Cinia Hofmeier;Cinia
997;Time of Contempt;https://witcher.fandom.com/wiki/Ciri;Ciri;Ciri
998;Time of Contempt;https://witcher.fandom.com/wiki/Cirilla_Fiona_(imposter);Cirilla Fiona;Cirilla
999;Time of Contempt;https://witcher.fandom.com/wiki/Clara_aep_Gwydolyn_Gor;Clara aep Gwydolyn Gor;Clara
1000;Time of Contempt;https://witcher.fandom.com/wiki/Codringher;Codringher;Codringher
1001;Time of Contempt;https://witcher.fandom.com/wiki/Co%C3%ABn;Coën;Coën
1002;Time of Contempt;https://witcher.fandom.com/wiki/Cregennan_of_Lod;Cregennan of Lod;Cregennan
1003;Time of Contempt;https://witcher.fandom.com/wiki/Dagorad;Dagorad;Dagorad
1004;Time of Contempt;https://witcher.fandom.com/wiki/Dandelion;Dandelion;Dandelion
1005;Time of Contempt;https://witcher.fandom.com/wiki/Demavend_III;Demavend III;Demavend III
1006;Time of Contempt;https://witcher.fandom.com/wiki/Dervla_Tryffin_Broinne;Dervla Tryffin Broinne;Dervla
1007;Time of Contempt;https://witcher.fandom.com/wiki/Detmold;Detmold;Detmold
1008;Time of Contempt;https://witcher.fandom.com/wiki/Digod;Digod;Digod
1009;Time of Contempt;https://witcher.fandom.com/wiki/Dorregaray;Dorregaray;Dorregaray
1010;Time of Contempt;https://witcher.fandom.com/wiki/Drithelm;Drithelm;Drithelm
1011;Time of Contempt;https://witcher.fandom.com/wiki/Effenberg;Effenberg;Effenberg
1012;Time of Contempt;https://witcher.fandom.com/wiki/Eist_Tuirseach;Eist Tuirseach;Eist
1013;Time of Contempt;https://witcher.fandom.com/wiki/Eithn%C3%A9;Eithné;Eithné
1014;Time of Contempt;https://witcher.fandom.com/wiki/Elan_Trahe;Elan Trahe;Elan
1015;Time of Contempt;https://witcher.fandom.com/wiki/Elen_of_Kaedwen;Elen of Kaedwen;Elen
1016;Time of Contempt;https://witcher.fandom.com/wiki/Emhyr_var_Emreis;Emhyr var Emreis;Emhyr
1017;Time of Contempt;https://witcher.fandom.com/wiki/Eredin_Br%C3%A9acc_Glas;Eredin Bréacc Glas;Eredin
1018;Time of Contempt;https://witcher.fandom.com/wiki/Ervyll;Ervyll;Ervyll
1019;Time of Contempt;https://witcher.fandom.com/wiki/Eskel;Eskel;Eskel
1020;Time of Contempt;https://witcher.fandom.com/wiki/Esterad_Thyssen;Esterad Thyssen;Esterad
1021;Time of Contempt;https://witcher.fandom.com/wiki/Ethain;Ethain;Ethain
1022;Time of Contempt;https://witcher.fandom.com/wiki/Ettariel;Ettariel;Ettariel
1023;Time of Contempt;https://witcher.fandom.com/wiki/Evan_Helvet;Evan Helvet;Evan
1024;Time of Contempt;https://witcher.fandom.com/wiki/Fabio_Sachs;Fabio Sachs;Fabio
1025;Time of Contempt;https://witcher.fandom.com/wiki/Fabio_Sachs_(senior);Fabio Sachs;Fabio
1026;Time of Contempt;https://witcher.fandom.com/wiki/Falka;Falka;Falka
1027;Time of Contempt;https://witcher.fandom.com/wiki/Falka_(alias);Falka;Falka
1028;Time of Contempt;https://witcher.fandom.com/wiki/Fauve;Fauve;Fauve
1029;Time of Contempt;https://witcher.fandom.com/wiki/Fercart;Fercart;Fercart
1030;Time of Contempt;https://witcher.fandom.com/wiki/Filavandrel_a%C3%A9n_Fidh%C3%A1il;Filavandrel aén Fidháil;Filavandrel
1031;Time of Contempt;https://witcher.fandom.com/wiki/Fiona;Fiona;Fiona
1032;Time of Contempt;https://witcher.fandom.com/wiki/Flavius_Michelet;Flavius Michelet;Flavius
1033;Time of Contempt;https://witcher.fandom.com/wiki/Flourens_Delannoy;Flourens Delannoy;Flourens
1034;Time of Contempt;https://witcher.fandom.com/wiki/Foltest;Foltest;Foltest
1035;Time of Contempt;https://witcher.fandom.com/wiki/Francesca_Findabair;Francesca Findabair;Francesca
1036;Time of Contempt;https://witcher.fandom.com/wiki/Franklin_Hofmeier;Franklin Hofmeier;Franklin
1037;Time of Contempt;https://witcher.fandom.com/wiki/Geoffrey_Monck;Geoffrey Monck;Geoffrey
1038;Time of Contempt;https://witcher.fandom.com/wiki/Geralt_of_Rivia;Geralt of Rivia;Geralt
1039;Time of Contempt;https://witcher.fandom.com/wiki/Gerhart_of_Aelle;Gerhart of Aelle;Gerhart
1040;Time of Contempt;https://witcher.fandom.com/wiki/Giambattista;Giambattista;Giambattista
1041;Time of Contempt;https://witcher.fandom.com/wiki/Giselher;Giselher;Giselher
1042;Time of Contempt;https://witcher.fandom.com/wiki/Gonzalez_Akerspaark;Gonzalez Akerspaark;Gonzalez
1043;Time of Contempt;https://witcher.fandom.com/wiki/Gorazd;Gorazd;Gorazd
1044;Time of Contempt;https://witcher.fandom.com/wiki/Gorm_Akerspaark;Gorm Akerspaark;Gorm
1045;Time of Contempt;https://witcher.fandom.com/wiki/Hansom;Hansom;Hansom
1046;Time of Contempt;https://witcher.fandom.com/wiki/Hedwig_of_Malleore;Hedwig of Malleore;Hedwig
1047;Time of Contempt;https://witcher.fandom.com/wiki/Heimo_Kantor;Heimo Kantor;Heimo
1048;Time of Contempt;https://witcher.fandom.com/wiki/Henselt;Henselt;Henselt
1049;Time of Contempt;https://witcher.fandom.com/wiki/Herbert_Stammelford;Herbert Stammelford;Herbert
1050;Time of Contempt;https://witcher.fandom.com/wiki/Hereward;Hereward;Hereward
1051;Time of Contempt;https://witcher.fandom.com/wiki/Horm_Akerspaark;Horm Akerspaark;Horm
1052;Time of Contempt;https://witcher.fandom.com/wiki/Ho%C3%ABt;Hoët;Hoët
1053;Time of Contempt;https://witcher.fandom.com/wiki/Hrafnir;Hrafnir;Hrafnir
1054;Time of Contempt;https://witcher.fandom.com/wiki/Hugo_Ansbach;Hugo Ansbach;Hugo
1055;Time of Contempt;https://witcher.fandom.com/wiki/Ihuarraquax;Ihuarraquax;Ihuarraquax
1056;Time of Contempt;https://witcher.fandom.com/wiki/Ilona_Laux-Antille;Ilona Laux-Antille;Ilona
1057;Time of Contempt;https://witcher.fandom.com/wiki/Immanuel_Benavent;Immanuel Benavent;Immanuel
1058;Time of Contempt;https://witcher.fandom.com/wiki/Iskra;Iskra;Iskra
1059;Time of Contempt;https://witcher.fandom.com/wiki/Ithlinne;Ithlinne;Ithlinne
1060;Time of Contempt;https://witcher.fandom.com/wiki/Ivo_Richert;Ivo Richert;Ivo
1061;Time of Contempt;https://witcher.fandom.com/wiki/Jacob_Fenn;Jacob Fenn;Jacob
1062;Time of Contempt;https://witcher.fandom.com/wiki/Jada_Glevissig;Jada Glevissig;Jada
1063;Time of Contempt;https://witcher.fandom.com/wiki/Jan_Bekker;Jan Bekker;Jan
1064;Time of Contempt;https://witcher.fandom.com/wiki/Jan_Calveit;Jan Calveit;Jan
1065;Time of Contempt;https://witcher.fandom.com/wiki/Jarre;Jarre;Jarre
1066;Time of Contempt;https://witcher.fandom.com/wiki/Joachim_de_Wett;Joachim de Wett;Joachim
1067;Time of Contempt;https://witcher.fandom.com/wiki/Justin_Ingvar;Justin Ingvar;Justin
1068;Time of Contempt;https://witcher.fandom.com/wiki/Kayleigh;Kayleigh;Kayleigh
1069;Time of Contempt;https://witcher.fandom.com/wiki/Keira_Metz;Keira Metz;Keira
1070;Time of Contempt;https://witcher.fandom.com/wiki/King_of_the_Wild_Hunt;King of the Wild Hunt;King
1071;Time of Contempt;https://witcher.fandom.com/wiki/Klara_Larissa_de_Winter;Klara Larissa de Winter;Klara
1072;Time of Contempt;https://witcher.fandom.com/wiki/Korin;Korin;Korin
1073;Time of Contempt;https://witcher.fandom.com/wiki/Kraska;Kraska;Kraska
1074;Time of Contempt;https://witcher.fandom.com/wiki/Lambert;Lambert;Lambert
1075;Time of Contempt;https://witcher.fandom.com/wiki/Lara_Dorren;Lara Dorren;Lara
1076;Time of Contempt;https://witcher.fandom.com/wiki/Lars;Lars;Lars
1077;Time of Contempt;https://witcher.fandom.com/wiki/Leila;Leila;Leila
1078;Time of Contempt;https://witcher.fandom.com/wiki/Leticia_Charbonneau;Leticia Charbonneau;Leticia
1079;Time of Contempt;https://witcher.fandom.com/wiki/Little_Yaxa;Little Yaxa;Little
1080;Time of Contempt;https://witcher.fandom.com/wiki/Lodovico_Michelet;Lodovico Michelet;Lodovico
1081;Time of Contempt;https://witcher.fandom.com/wiki/Lutz;Lutz;Lutz
1082;Time of Contempt;https://witcher.fandom.com/wiki/Lydia_van_Bredevoort;Lydia van Bredevoort;Lydia
1083;Time of Contempt;https://witcher.fandom.com/wiki/Malvina_Akerspaark;Malvina Akerspaark;Malvina
1084;Time of Contempt;https://witcher.fandom.com/wiki/Mansfeld;Mansfeld;Mansfeld
1085;Time of Contempt;https://witcher.fandom.com/wiki/Marder;Marder;Marder
1086;Time of Contempt;https://witcher.fandom.com/wiki/Margarita_Laux-Antille;Margarita Laux-Antille;Margarita
1087;Time of Contempt;https://witcher.fandom.com/wiki/Markus_Braibant;Markus Braibant;Markus
1088;Time of Contempt;https://witcher.fandom.com/wiki/Marquard;Marquard;Marquard
1089;Time of Contempt;https://witcher.fandom.com/wiki/Marti_S%C3%B6dergren;Marti Södergren;Marti
1090;Time of Contempt;https://witcher.fandom.com/wiki/Menno_Coehoorn;Menno Coehoorn;Menno
1091;Time of Contempt;https://witcher.fandom.com/wiki/Meve;Meve;Meve
1092;Time of Contempt;https://witcher.fandom.com/wiki/Michael_Glomb;Michael Glomb;Michael
1093;Time of Contempt;https://witcher.fandom.com/wiki/Michelet_brothers;Michelet brothers;Michelet
1094;Time of Contempt;https://witcher.fandom.com/wiki/Milan_Raupenneck;Milan Raupenneck;Milan
1095;Time of Contempt;https://witcher.fandom.com/wiki/Millet;Millet;Millet
1096;Time of Contempt;https://witcher.fandom.com/wiki/Milva;Milva;Milva
1097;Time of Contempt;https://witcher.fandom.com/wiki/Mistle;Mistle;Mistle
1098;Time of Contempt;https://witcher.fandom.com/wiki/Molnar_Giancardi;Molnar Giancardi;Molnar
1099;Time of Contempt;https://witcher.fandom.com/wiki/Morvran_Voorhis;Morvran Voorhis;Morvran
1100;Time of Contempt;https://witcher.fandom.com/wiki/Nazarian;Nazarian;Nazarian
1101;Time of Contempt;https://witcher.fandom.com/wiki/Nenneke;Nenneke;Nenneke
1102;Time of Contempt;https://witcher.fandom.com/wiki/Niedamir;Niedamir;Niedamir
1103;Time of Contempt;https://witcher.fandom.com/wiki/Nina_Akerspaark;Nina Akerspaark;Nina
1104;Time of Contempt;https://witcher.fandom.com/wiki/Nina_Fioravanti;Nina Fioravanti;Nina
1105;Time of Contempt;https://witcher.fandom.com/wiki/Nitert;Nitert;Nitert
1106;Time of Contempt;https://witcher.fandom.com/wiki/Nora_Wagner;Nora Wagner;Nora
1107;Time of Contempt;https://witcher.fandom.com/wiki/Orm_Akerspaark;Orm Akerspaark;Orm
1108;Time of Contempt;https://witcher.fandom.com/wiki/Paulie_Dahlberg;Paulie Dahlberg;Paulie
1109;Time of Contempt;https://witcher.fandom.com/wiki/Paulina_Akerspaark;Paulina Akerspaark;Paulina
1110;Time of Contempt;https://witcher.fandom.com/wiki/Pavetta;Pavetta;Pavetta
1111;Time of Contempt;https://witcher.fandom.com/wiki/Pegasus;Pegasus;Pegasus
1112;Time of Contempt;https://witcher.fandom.com/wiki/Peter_Evertsen;Peter Evertsen;Peter
1113;Time of Contempt;https://witcher.fandom.com/wiki/Petunia_Hofmeier;Petunia Hofmeier;Petunia
1114;Time of Contempt;https://witcher.fandom.com/wiki/Philippa_Eilhart;Philippa Eilhart;Philippa
1115;Time of Contempt;https://witcher.fandom.com/wiki/Pitcairn_Godyvron;Pitcairn Godyvron;Pitcairn
1116;Time of Contempt;https://witcher.fandom.com/wiki/Radcliffe;Radcliffe;Radcliffe
1117;Time of Contempt;https://witcher.fandom.com/wiki/Radmir;Radmir;Radmir
1118;Time of Contempt;https://witcher.fandom.com/wiki/Raffard_the_White;Raffard the White;Raffard
1119;Time of Contempt;https://witcher.fandom.com/wiki/Ralf_Blunden;Ralf Blunden;Ralf
1120;Time of Contempt;https://witcher.fandom.com/wiki/Ransant_Alvaro;Ransant Alvaro;Ransant
1121;Time of Contempt;https://witcher.fandom.com/wiki/Rayla;Rayla;Rayla
1122;Time of Contempt;https://witcher.fandom.com/wiki/Reef;Reef;Reef
1123;Time of Contempt;https://witcher.fandom.com/wiki/Rejean;Rejean;Rejean
1124;Time of Contempt;https://witcher.fandom.com/wiki/Remiz;Remiz;Remiz
1125;Time of Contempt;https://witcher.fandom.com/wiki/Rience;Rience;Rience
1126;Time of Contempt;https://witcher.fandom.com/wiki/Rizzi_Michelet;Rizzi Michelet;Rizzi
1127;Time of Contempt;https://witcher.fandom.com/wiki/Roach;Roach;Roach
1128;Time of Contempt;https://witcher.fandom.com/wiki/Roderick_de_Novembre;Roderick de Novembre;Roderick
1129;Time of Contempt;https://witcher.fandom.com/wiki/Roegner_of_Ebbing;Roegner of Ebbing;Roegner
1130;Time of Contempt;https://witcher.fandom.com/wiki/Rudiger;Rudiger;Rudiger
1131;Time of Contempt;https://witcher.fandom.com/wiki/Sabrina_Glevissig;Sabrina Glevissig;Sabrina
1132;Time of Contempt;https://witcher.fandom.com/wiki/Schirr%C3%BA;Schirrú;Schirrú
1133;Time of Contempt;https://witcher.fandom.com/wiki/Sigismund_Dijkstra;Sigismund Dijkstra;Sigismund
1134;Time of Contempt;https://witcher.fandom.com/wiki/Sir_Sweers;Sir Sweers;Sir
