;Book;Sentence;Entities;CharacterEntities
65609;The Tower of the Swallow;'One dies only once, Lord Coroner,' said Til Echrade gently.;['One', 'Coroner', 'Til Echrade'];['Til']
65614;The Tower of the Swallow;And we will not end up killed like dogs, as Neratin Ceka was.;['Neratin Ceka'];['Neratin']
65636;The Tower of the Swallow;'Traitors,' yelled Dacre, red as a radish.;['Dacre'];['Dacre']
65649;The Tower of the Swallow;Good luck, Boreas.;['Boreas'];['Boreas']
65651;The Tower of the Swallow;Dacre spat over his horse's head.;['Dacre'];['Dacre']
65652;The Tower of the Swallow;*** 'And that is everything I have to say' â€“ Joanna Selborne raised her head proudly and stroked a dark lock of hair from her forehead â€“ 'I have nothing to add, High Tribunal.';['Joanna Selborne'];['Joanna']
65680;The Tower of the Swallow;'If they blow the whistle on us...' began Rience, but the Owl stopped him immediately.;['Rience'];['Rience']
65682;The Tower of the Swallow;After Kriel joined them, I had only Dacre and Mun, and they were four...' 'Four,' said Bonhart maliciously 'is not so much.;['Kriel', 'Dacre', 'Mun', 'four', 'Four', 'Bonhart'];['Dacre']
65689;The Tower of the Swallow;However, they also knew because the black mare's hoof tracks had not been their only way to catch the girl â€“ Vilgefortz had told them to seek this lake.;['Vilgefortz'];['Vilgefortz']
65701;The Tower of the Swallow;'The tracks are clear,' cried Boreas Mun from below.;['Boreas Mun'];['Boreas']
65715;The Tower of the Swallow;'Only on the bank, near the reeds,' estimated Dacre Silifant after he hit the ice with his heel.;['Dacre Silifant'];['Dacre']
65726;The Tower of the Swallow;Two Gemmererians helped him to his feet, and Bert Brigden and Ola Harsheim drew the neighing gray horse to the shore.;['Two', 'Gemmererians', 'Bert Brigden', 'Ola Harsheim'];['Two', 'Bert', 'Ola']
65731;The Tower of the Swallow;'Too true,' confirmed Boreas Mun as he pointed to the lake.;['Boreas Mun'];['Boreas']
65743;The Tower of the Swallow;'The centre of the lake is the shortest and easiest path to this magical tower, so Vilgefortz told us.;['Vilgefortz'];['Vilgefortz']
65747;The Tower of the Swallow;Boreas Mun, who was already on the lake, knelt down by a boot print, bent down low, and looked.;['Boreas Mun'];['Boreas']
65752;The Tower of the Swallow;That's what Vilgefortz said.;['Vilgefortz'];['Vilgefortz']
65769;The Tower of the Swallow;'Toward the pines,' growled Rience.;['Rience'];['Rience']
65772;The Tower of the Swallow;'The tracks are fresh,' Boreas Mun began to murmur suddenly.;['Boreas Mun'];['Boreas']
65784;The Tower of the Swallow;Boreas Mun took off his cap and wiped his sweaty brow.;['Boreas Mun'];['Boreas']
65817;The Tower of the Swallow;Bert and Stigward, to the left!;['Bert', 'Stigward'];['Bert', 'Stigward']
65818;The Tower of the Swallow;Ola, to the right...' 'What for, Skellen?';['Ola', 'Skellen'];['Ola']
65819;The Tower of the Swallow;'If we all travel in a cluster,' Boreas Mun murmured, 'we could break through the ice.;['Boreas Mun'];['Boreas']
65829;The Tower of the Swallow;*** 'It is getting warmer...' gasped Boreas Mun.;['Boreas Mun'];['Boreas']
65834;The Tower of the Swallow;'But the tracks are still visible,' noted Dacre Silifant .;['Dacre Silifant'];['Dacre']
65845;The Tower of the Swallow;Boreas Mun was in the fog where the tracks disappeared.;['Boreas Mun'];['Boreas']
65861;The Tower of the Swallow;Boreas Mun gave a moan that vibrated in his lungs.;['Boreas Mun'];['Boreas']
65868;The Tower of the Swallow;Boreas Mun shook his head.;['Boreas Mun'];['Boreas']
65878;The Tower of the Swallow;Boreas Mun groaned loudly.;['Boreas Mun'];['Boreas']
65888;The Tower of the Swallow;Listening to the crunching of ice skates on the ice!' Dacre Silifant turned pale, it was noticeable in spite of his frost red cheeks.;['Dacre Silifant'];['Dacre']
65901;The Tower of the Swallow;'Bert,' cried the Owl.;['Bert'];['Bert']
65902;The Tower of the Swallow;'Bert!;['Bert'];['Bert']
65904;The Tower of the Swallow;They heard an unintelligible scream, and immediately the head and neck of Bert Brigden ran out of the fog.;['Bert Brigden'];['Bert']
65939;The Tower of the Swallow;She gave Ola Harsheim a passing cut, flat and below the knee.;['Ola Harsheim'];['Ola']
65941;The Tower of the Swallow;She whirled around in a pirouette and showered Boreas Mun with stabbing shards of ice.;['Boreas Mun'];['Boreas']
65948;The Tower of the Swallow;Ola Harsheim screamed and crawled over to the ice.;['Ola Harsheim'];['Ola']
65953;The Tower of the Swallow;'Stefan,' stammered Dacre Silifant.;['Stefan', 'Dacre Silifant'];['Stefan', 'Dacre']
65955;The Tower of the Swallow;Stefan...;['Stefan'];['Stefan']
65959;The Tower of the Swallow;Shouted Ola Harsheim.;['Ola Harsheim'];['Ola']
65967;The Tower of the Swallow;Bonhaaart!' 'She surrounded us,' gasped Boreas Mun, as he turned and listened.;['Bonhaaart', 'Boreas Mun'];['Boreas']
65976;The Tower of the Swallow;Dacre Silifant and Rience saved their lives by throwing themselves flat on the ice.;['Dacre Silifant'];['Dacre']
65977;The Tower of the Swallow;Boreas Mun was able to jump away, but Bert Brigden slipped and was brought down.;['Boreas Mun', 'Bert Brigden'];['Boreas', 'Bert']
65981;The Tower of the Swallow;Ola Harsheim, who had finally been able to stand up, fell quivering on the bloody ice, and his wide-open eyes seemed to squint at the steel star that pierced him in the nose.;['Ola Harsheim'];['Ola']
65987;The Tower of the Swallow;Only a little girl!' 'In Dun Dare, on the night of Saovine,' Boreas Mun said quietly.;['Dun Dare', 'the night', 'Saovine', 'Boreas Mun'];['Boreas']
65994;The Tower of the Swallow;The Owl let go of the sword and jumped towards Rience.;['Rience'];['Rience']
65996;The Tower of the Swallow;"The horror doubled his strength; although Rience was bigger, heavier, and bulkier, he shook like a rag doll in Skellen's grip.";['Rience', 'Skellen'];['Rience']
65998;The Tower of the Swallow;Call your mighty Vilgefortz!;['Vilgefortz'];['Vilgefortz']
66006;The Tower of the Swallow;Bert Brigden howled, threw away his sword and turned to flee.;['Bert Brigden'];['Bert']
66017;The Tower of the Swallow;The gap rapidly widened and ran towards Dacre Silifant, who was watching amazed.;['Dacre Silifant'];['Dacre']
66023;The Tower of the Swallow;Dacre lost his balance.;['Dacre'];['Dacre']
66025;The Tower of the Swallow;Boreas Mun fell into the hole and disappeared under the water.;['Boreas Mun'];['Boreas']
66026;The Tower of the Swallow;The kneeling Gemmererian and the body of Ola Harsheim also disappeared.;['Gemmererian', 'Ola Harsheim'];['Ola']
66031;The Tower of the Swallow;'Sir...' groaned Boreas Mun, who had somehow managed to crawl onto the ice.;['Boreas Mun'];['Boreas']
66041;The Tower of the Swallow;Boreas groaned and closed his eyes.;['Boreas'];['Boreas']
66054;The Tower of the Swallow;Boreas swallowed.;['Boreas'];['Boreas']
66063;The Tower of the Swallow;'Save me...' stammered Rience, as he clawed his fingers into the ice.;['Rience'];['Rience']
66065;The Tower of the Swallow;And I'll tell... where Yennefer is...;['Yennefer'];['Yennefer']
66069;The Tower of the Swallow;Boreas Mun saw the hideous scar and with difficulty repressed a scream.;['Boreas Mun'];['Boreas']
66070;The Tower of the Swallow;'Rience' said Ciri, still smiling.;['Ciri'];['Ciri']
66077;The Tower of the Swallow;Rience replied, but Boreas did not understand it, because the magician's teeth were chattering so much that articulate speech was impossible.;['Boreas'];['Boreas']
66078;The Tower of the Swallow;Ciri turned around on the ice and lifted her sword with one hand.;['Ciri'];['Ciri']
66079;The Tower of the Swallow;Boreas gritted his teeth, convinced that she would deal a death blow to Rience, but the girl only got momentum going.;['Rience'];['Rience']
66086;The Tower of the Swallow;Boreas Mun looked at him and knew with a terrible certainty that...;['Boreas Mun'];['Boreas']
66096;The Tower of the Swallow;Boreas Mun vomited on the ice.;['Boreas Mun'];['Boreas']
66132;The Tower of the Swallow;To hell with Vilgefortz.;['Vilgefortz'];['Vilgefortz']
66142;The Tower of the Swallow;*** 'Run, Kelpie!';['Kelpie'];['Kelpie']
66144;The Tower of the Swallow;Ciri pressed against the horse's neck.;['Ciri'];['Ciri']
66153;The Tower of the Swallow;Just as it did on Thanedd when the magician Vilgefortz was close behind her, even reaching out for her...;['Thanedd', 'Vilgefortz'];['Vilgefortz']
66156;The Tower of the Swallow;Ciri pulled on the reins and suddenly felt a monstrous heat flood her.;['Ciri'];['Ciri']
66185;The Tower of the Swallow;I will catch you, Ciri!;['Ciri'];['Ciri']
66249;The Tower of the Swallow;Kelpie's hooves clattered on the floor, which started to crack under the horseshoes.;['Kelpie'];['Kelpie']
66266;The Tower of the Swallow;Kelpie's hooves rattled on the ground.;['Kelpie'];['Kelpie']
66267;The Tower of the Swallow;The geometry of the surrounding walls, arches, and columns was suddenly disturbed, so violently that Ciri thought it must not be real.;['Ciri'];['Ciri']
66272;The Tower of the Swallow;Ciri began to see.;['Ciri'];['Ciri']
66279;The Tower of the Swallow;Kelpie's hooves.;['Kelpie'];['Kelpie']
66281;The Tower of the Swallow;Iola the Second and Eurneid, in short coats, knapsacks on their backs, marching on a frozen, snow-covered road.;['Second', 'Eurneid'];['Eurneid']
66308;The Tower of the Swallow;Yarpen Zigrin and Paulie Dahlberg.;['Yarpen Zigrin', 'Paulie \r\nDahlberg'];['Yarpen']
66309;The Tower of the Swallow;Fabio Sachs... Jarre...;['Fabio Sachs', 'Jarre...'];['Fabio']
66311;The Tower of the Swallow;Mistle... Geralt?;['Geralt'];['Geralt']
66313;The Tower of the Swallow;Yennefer, in chains, shackled to the wall of a dripping wet dungeon.;['Yennefer'];['Yennefer']
66323;The Tower of the Swallow;Ciri turned her head away.;['Ciri'];['Ciri']
66326;The Tower of the Swallow;Geralt.;['Geralt'];['Geralt']
66331;The Tower of the Swallow;Ciri gained control of her adrenaline compressed throat and promoted Kelpie.;['Ciri', 'Kelpie'];['Ciri', 'Kelpie']
66335;The Tower of the Swallow;Hail, Ciri.;['Hail', 'Ciri'];['Ciri']
66336;The Tower of the Swallow;'Vysogota?';['Vysogota'];['Vysogota']
66357;The Tower of the Swallow;Vysogota...;['Vysogota'];['Vysogota']
66385;The Tower of the Swallow;Ciri was not surprised.;['Ciri'];['Ciri']
66393;The Tower of the Swallow;Kelpie snorted and struck her hoof on the rocks.;['Kelpie'];['Kelpie']
66394;The Tower of the Swallow;As the horses lifted their heads and the water dripped from their nostrils, and Ciri sighed loudly.;['Ciri'];['Ciri']
66396;The Tower of the Swallow;Ciri was not surprised.;['Ciri'];['Ciri']
66399;The Tower of the Swallow;Kelpie went in that direction by herself, without any invitation.;['Kelpie'];['Kelpie']
66400;The Tower of the Swallow;Ciri swallowed then followed.;['Ciri'];['Ciri']
66405;The Tower of the Swallow;Although he noticed Ciri and Kelpie, although he looked at them, he did not stop playing.;['Ciri', 'Kelpie'];['Ciri', 'Kelpie']
66406;The Tower of the Swallow;The small, fragrant white flowers and the black cherries had an intense smell such as Ciri had never experienced in her life.;['Ciri'];['Ciri']
66414;The Lady of the Lake;THE LADY OF THE LAKE They kept riding until they came to a large, beautiful lake full of crystal clear water, and in the middle of the lake, Arthur saw an arm clothed in white cloth holding a beautiful sword.;['Arthur'];['Arthur']
66415;The Lady of the Lake;'Behold, there is the sword of which I spoke,' pointed Merlin.;['Behold', 'Merlin'];['Merlin']
66417;The Lady of the Lake;'Who is that girl?' asked Arthur.;['Arthur'];['Arthur']
66418;The Lady of the Lake;'That is the Lady of the Lake,' said Merlin.;['Merlin'];['Merlin']
66547;The Lady of the Lake;I'm sorry, Galahad or whatever your name is, but apparently you have not found the lady of which you have heard.;['Galahad'];['Galahad']
66551;The Lady of the Lake;'But yet,' he dared to say, 'you've come from the Faerie, Lady, is it so?';['Faerie', 'Lady'];['Lady']
66559;The Lady of the Lake;Kelpie...;['Kelpie'];['Kelpie']
66575;The Lady of the Lake;Do you have anything to eat, Galahad?;['Galahad'];['Galahad']
66583;The Lady of the Lake;In a world in which I search in vain for the Dragon or the Seven Goats in the night sky.;['Seven'];['Seven']
66612;The Lady of the Lake;Indeed, Galahad, you have not found the lady that was needed.;['Galahad'];['Galahad']
66648;The Lady of the Lake;'There is Merlin.;['Merlin'];['Merlin']
66651;The Lady of the Lake;'And Merlin?' 'About half.';"['Merlin', ""'About half""]";['Merlin']
66675;The Lady of the Lake;'My name is Ciri.;['Ciri'];['Ciri']
66704;The Lady of the Lake;'I wish,' Galahad's eyes flared, 'to hear thy story.;['Galahad'];['Galahad']
66736;The Lady of the Lake;"The wisdom of the prophet Lebioda, 34; 1 Is all that we see or seem But a dream within a dream?";['Lebioda', '34', '1'];['Lebioda']
66740;The Lady of the Lake;Condwiramurs put her hand on the railing.;['Condwiramurs'];['Condwiramurs']
66761;The Lady of the Lake;'Ah,' Condwiramurs said looking at the sky.;['Condwiramurs'];['Condwiramurs']
66767;The Lady of the Lake;'Well, who cares,' Condwiramurs continued her monologue, 'that I have been travelling through the night?;['Condwiramurs'];['Condwiramurs']
66788;The Lady of the Lake;Condwiramurs still with her legs crossed, whistled and watched the sky.;['Condwiramurs'];['Condwiramurs']
66790;The Lady of the Lake;'Oh, nothing caught,' Condwiramurs said sweetly, 'What a shame.;['Condwiramurs'];['Condwiramurs']
66797;The Lady of the Lake;The boat slammed into the sand with such force that Condwiramurs fell off the bench.;['Condwiramurs'];['Condwiramurs']
66810;The Lady of the Lake;At the top of the staircase leading from the shore to a terrace, leaning against a statue of crouching, grinning chimera, was Nimue.;['Nimue'];['Nimue']
66813;The Lady of the Lake;"Condwiramurs heard mention that as a young girl they called her ""Thumbelina,"" now she saw the nick name was appropriate.";['Condwiramurs', 'Thumbelina'];['Condwiramurs']
66815;The Lady of the Lake;'I'm Condwiramurs Tilly,' she introduced herself with a nod, a little embarrassed, still wit her shoes in her hand.;['Condwiramurs Tilly'];['Condwiramurs']
66816;The Lady of the Lake;'I am happy that you have invited me to your island, Lady of the Lake.' 'Nimue,' the little sorceress corrected.;['Nimue'];['Nimue']
66819;The Lady of the Lake;'In that case, I'm Condwiramurs.;['Condwiramurs'];['Condwiramurs']
66820;The Lady of the Lake;Condwiramurs and nothing else.';['Condwiramurs'];['Condwiramurs']
66821;The Lady of the Lake;'Then, with your permission, Condwiramurs.;['Condwiramurs'];['Condwiramurs']
66828;The Lady of the Lake;While dinning Condwiramurs felt the stare of the small sorceress.;['Condwiramurs'];['Condwiramurs']
66829;The Lady of the Lake;'This tower,' Nimue said, watching ever movement of her visitor, her every bite, 'has six floors, including one underground.;['Nimue', 'six', 'one'];['Nimue']
66840;The Lady of the Lake;Nimue turned her head towards the window, through which one could see the gruff fisherman who had managed to unload all of Condwiramurs luggage and now carried in his boat a reel, nets and other paraphernalia of the art of fishing.;['Nimue', 'Condwiramurs'];['Nimue', 'Condwiramurs']
66848;The Lady of the Lake;Condwiramurs nearly choked on her milk.;['Condwiramurs'];['Condwiramurs']
66849;The Lady of the Lake;Nimue's face expressed nothing whatsoever.;['Nimue'];['Nimue']
66852;The Lady of the Lake;And if he was interested to use you, reject him.' Condwiramurs, swallowed and finally nodded her head, refraining from make any comments.;['Condwiramurs'];['Condwiramurs']
66855;The Lady of the Lake;'So,' Nimue said emphatically.;['Nimue'];['Nimue']
66859;The Lady of the Lake;Condwiramurs, if she thought a bit before answering, would only show that she was pretending not to show too much pride.;['Condwiramurs'];['Condwiramurs']
66864;The Lady of the Lake;Nimue said, painfully sincere.;['Nimue'];['Nimue']
66867;The Lady of the Lake;As for dreaming, dear Condwiramurs, you know, that oneiromancy it is a somewhat fickle gift.;['Condwiramurs'];['Condwiramurs']
66869;The Lady of the Lake;Condwiramurs again refrained from a brisk replay that its failures can be counted on the fingers of one hand.;['Condwiramurs'];['Condwiramurs']
66872;The Lady of the Lake;Nimue's reward for her silence was a nod of approval.;['Nimue'];['Nimue']
66876;The Lady of the Lake;'I dream without drugs,' Condwiramurs confirmed with pride.;['Condwiramurs'];['Condwiramurs']
66885;The Lady of the Lake;Nimue smiled.;['Nimue'];['Nimue']
66896;The Lady of the Lake;Condwiramurs laughed out of politeness, even though it was an old joke.;['Condwiramurs'];['Condwiramurs']
66900;The Lady of the Lake;Before they arrived, the young adept was panting and sweating, but Nimue seemed to appear not affected in any way by the effort.;['Nimue'];['Nimue']
66903;The Lady of the Lake;Condwiramurs entered and sighed.;['Condwiramurs'];['Condwiramurs']
66908;The Lady of the Lake;Nimue stopped before a picture that was hanging closer to the door, depicting a group of people gathered under a huge tree.;['Nimue'];['Nimue']
66909;The Lady of the Lake;She looked at the canvas, then Condwiramurs and her silent gaze was extraordinary eloquent.;['Condwiramurs'];['Condwiramurs']
66911;The Lady of the Lake;Nimue smiled and nodded.;['Nimue'];['Nimue']
66915;The Lady of the Lake;Two female figures on a hill.;['Two'];['Two']
66922;The Lady of the Lake;Apparently her night ride to her meeting with Geralt at the Halfling Hofmeier's farm.';['night', 'Geralt', 'Halfling', 'Hofmeier'];['Geralt']
66925;The Lady of the Lake;'Geralt and Cahir defending the bridge on the Yaruga.';['Geralt', 'Cahir', 'Yaruga'];['Geralt', 'Cahir']
66927;The Lady of the Lake;'Yennefer and Ciri, their first meeting in the temple of Melitele.;['Yennefer', 'Ciri', 'first', 'Melitele'];['Yennefer', 'Ciri']
66929;The Lady of the Lake;The company of Geralt during a blizzard on the mountain pass of Malheur...' 'Well done,' Nimue praised.;['Geralt', 'Malheur', 'Nimue'];['Geralt', 'Nimue']
66934;The Lady of the Lake;'Yes, I know the legend of the Sorceress and the Witcher,' said Condwiramurs .;['Condwiramurs'];['Condwiramurs']
66937;The Lady of the Lake;I dreamed to be Yennefer.;['Yennefer'];['Yennefer']
66940;The Lady of the Lake;Nimue raised her eyebrows.;['Nimue'];['Nimue']
66941;The Lady of the Lake;'I learned that the history,' said Condwiramurs, 'was a popular abbreviation for young people, Later I naturally read a few of the so-call full and serious versions.;['Condwiramurs'];['Condwiramurs']
66945;The Lady of the Lake;Nimue's nod was barely perceptible confirming that she knew.;['Nimue'];['Nimue']
66951;The Lady of the Lake;Who painted this portrait of Ciri?;['Ciri'];['Ciri']
66953;The Lady of the Lake;'There is not one portrait of Ciri,' the voice of the little sorceress was dry.;['one', 'Ciri'];['Ciri']
66956;The Lady of the Lake;There remains not a single portrait or miniature painted by someone who has seen Ciri or even remembers her.;['Ciri'];['Ciri']
66957;The Lady of the Lake;The portrait on the stand shows Pavetta, Ciri's mother.;['Pavetta', 'Ciri'];['Pavetta', 'Ciri']
66966;The Lady of the Lake;And the legend of Ciri?;['Ciri'];['Ciri']
66969;The Lady of the Lake;How?' Condwiramurs was speechless for a moment.;['Condwiramurs'];['Condwiramurs']
66977;The Lady of the Lake;Nimue read her mind.;['Nimue'];['Nimue']
66978;The Lady of the Lake;'It is not that certain, Condwiramurs.;['Condwiramurs'];['Condwiramurs']
66980;The Lady of the Lake;"*** 'The legend,' said Nimue, ""I first heard from the lips of a wandering storyteller.";['Nimue', 'first'];['Nimue']
66993;The Lady of the Lake;The first book I bought with the money I got for the sale of blueberries I picked in the forest was the legend of Ciri.;['first', 'Ciri'];['Ciri']
66998;The Lady of the Lake;I wanted to be like Philippa Eilhart or Sile de Tansarville, and Assire var Anahid...' Both looked at the gouache, representing a table in the hall of a castle with women sitting around it.;['Philippa Eilhart or Sile de Tansarville', 'Assire var Anahid'];['Assire']
67000;The Lady of the Lake;'At the Academy,' continued Nimue, 'in which I entered on the second attempt, I was concerned with only the legend of the Grand Lodge and its aspect in the history of magic lectures.;['Academy', 'Nimue', 'second', 'the Grand Lodge'];['Nimue']
67004;The Lady of the Lake;'I found time for reading, but then I realised that the adventures of Geralt and Ciri held far less interest to me that they did in my childhood.;['Geralt', 'Ciri'];['Geralt', 'Ciri']
67016;The Lady of the Lake;'Do not pretend like you did not know,' Nimue said sharply.;['Nimue'];['Nimue']
67017;The Lady of the Lake;'Everyone knows that the Lady of the Lake is possessed by an almost unhealthy obsession with the legend of Ciri.;['Lake', 'Ciri'];['Ciri']
67019;The Lady of the Lake;There are a lot of truth in these rumours, my dear Condwiramurs, a lot of truth!;['Condwiramurs'];['Condwiramurs']
67025;The Lady of the Lake;'You seem to understand,' Nimue controlled her emotions.;['Nimue'];['Nimue']
67044;The Lady of the Lake;These hanging side by side...Are these not Ciri?';['Ciri'];['Ciri']
67045;The Lady of the Lake;'There are no portraits of Ciri,' Nimue patiently repeated.;['Ciri', 'Nimue'];['Ciri', 'Nimue']
67048;The Lady of the Lake;The painters name is Lydia van Bredevoort.;['Lydia van Bredevoort'];['Lydia']
67052;The Lady of the Lake;Nimue looked for a long time at the portrait of a young girl with blond hair and sad eyes.;['Nimue'];['Nimue']
67054;The Lady of the Lake;'Robin Anderida painted it,' she said, she turned to look Condwiramurs straight in the eye.;['Robin Anderida', 'Condwiramurs'];['Condwiramurs']
67061;The Lady of the Lake;'My greeting, ladies,' Emhyr var Emreis nodded his head.;['Emhyr var Emreis'];['Emhyr']
67066;The Lady of the Lake;Emhyr knew that the artist suffered from severe agoraphobia and was pathologically shy.;['Emhyr'];['Emhyr']
67082;The Lady of the Lake;Well done, Stella.;['Stella'];['Stella']
67085;The Lady of the Lake;Stella Congreve curtsied deeply and with grace.;['Stella Congreve'];['Stella']
67091;The Lady of the Lake;'What is it, Emhyr?';['Emhyr'];['Emhyr']
67095;The Lady of the Lake;Vattier de Rideaux reveals new conspiracies and plots directed against me.;['Vattier de Rideaux'];['Vattier']
67108;The Lady of the Lake;Emhyr measured her with his eyes, looking back to that fateful audience in Loc Grim.;['Emhyr', 'Loc Grim'];['Emhyr']
67109;The Lady of the Lake;He was full of praise, nay, even admiration for Stella Congreve, who, within the six months that had elapsed since then, had managed to transform a clumsy ugly duckling into a young aristocrat.;['Stella Congreve', 'the six months'];['Stella']
67115;The Lady of the Lake;Emhyr approached the balustrade.;['Emhyr'];['Emhyr']
67122;The Lady of the Lake;'I seldom come here,' Emhyr said.;['Emhyr'];['Emhyr']
67134;The Lady of the Lake;Emhyr remembered that among the guards was one who sang.;['Emhyr'];['Emhyr']
67139;The Lady of the Lake;Vattier assures me that he is already on Vilgefortz's trail.;['Vattier', 'Vilgefortz'];['Vattier', 'Vilgefortz']
67156;The Lady of the Lake;Rience first and then Stella.;['first', 'Stella'];['Stella']
67159;The Lady of the Lake;Before the terrible Emhyr var Emreis, Emperor of Nilfgaard.;['Emhyr', 'Emreis', 'Nilfgaard'];['Emhyr']
67164;The Lady of the Lake;'Cirilla Fiona...' 'Do not try my patience.;['Cirilla Fiona'];['Cirilla']
67167;The Lady of the Lake;'Fiona...' 'Enough, by the Great Sun,' he said through clenched teeth, 'Enough!';['Fiona', 'the Great Sun'];['Fiona']
67180;The Lady of the Lake;As long as I'm Cirilla Fiona, I mean something...;['Cirilla Fiona'];['Cirilla']
67182;The Lady of the Lake;Emhyr continued to measure her with his eyes, still full of praise for Stella Congreve.;['Emhyr', 'Stella Congreve'];['Emhyr', 'Stella']
67244;The Lady of the Lake;Poor, naive, little thing, thought Emhyr var Emreis, Deithwen Addan yn Carn aep Morvudd â€“ The White Flame Dancing on the Barrows of his Enemies.;['Emhyr', 'Emreis', 'Deithwen Addan', 'Carn', 'The White Flame Dancing'];['Emhyr']
67247;The Lady of the Lake;*** 'Interesting,' Nimue said, when she heard the story.;['Nimue'];['Nimue']
67250;The Lady of the Lake;'Bah!' Condwiramurs cut the top off of the boiled egg with a knife.;['Bah', 'Condwiramurs'];['Condwiramurs']
67254;The Lady of the Lake;Do you know, Nimue for us, it is claimed that our talent lies in the fact that we have dreamlike visions.;['Nimue'];['Nimue']
67264;The Lady of the Lake;'A young boy,' Condwiramurs frowned, 'travelling with a pouch over his shoulder through fields.;['Condwiramurs'];['Condwiramurs']
67279;The Lady of the Lake;'My dreams,' Condwiramurs snorted, taking solace in her egg, 'are not an agricultural calendar.;['Condwiramurs'];['Condwiramurs']
67292;The Lady of the Lake;Condwiramurs paused.;['Condwiramurs'];['Condwiramurs']
67293;The Lady of the Lake;Nimue smiled.;['Nimue'];['Nimue']
67298;The Lady of the Lake;'I know,' Nimue said.;['Nimue'];['Nimue']
67301;The Lady of the Lake;It goes pretty well for us, as in the first dream you've discovered who was the girl in the portrait, The double of Ciri who Vilgefortz attempted to deceive Emperor Emhyr...';['first', 'Ciri who Vilgefortz', 'Emhyr'];['Emhyr']
67305;The Lady of the Lake;'He is lame,' Nimue said with ill-concealed sympathy.;['Nimue'];['Nimue']
67311;The Lady of the Lake;Condwiramurs remained politely silent.;['Condwiramurs'];['Condwiramurs']
67316;The Lady of the Lake;Nimue snorted.;['Nimue'];['Nimue']
67319;The Lady of the Lake;Nimue opened a folder, she turned and took out several sheets of sepia wash drawings.;['Nimue'];['Nimue']
67320;The Lady of the Lake;Condwiramurs immediately recognised the captured scene.;['Condwiramurs'];['Condwiramurs']
67324;The Lady of the Lake;Emhyr pretending that he has been deceived and putting a good face on things.;['Emhyr'];['Emhyr']
67331;The Lady of the Lake;This is basically everything we know about the false Ciri.;['Ciri'];['Ciri']
67333;The Lady of the Lake;'It's not hard to imagine,' Condwiramurs said sadly, 'that fate was not kind to the girl.;['Condwiramurs'];['Condwiramurs']
67334;The Lady of the Lake;When Emhyr got the original, and we all know that he acquired her, he got rid of the forgery.;['Emhyr'];['Emhyr']
67343;The Lady of the Lake;That night, Condwiramurs slept poorly.;['Condwiramurs'];['Condwiramurs']
67346;The Lady of the Lake;She was a little angry and embarrassed by it, but Nimue showed no concern.;['Nimue'];['Nimue']
67351;The Lady of the Lake;Condwiramurs could laze in the bath for hours, but today she met Nimue in the sauna, a small log cabin with a landing that went out into the lake.;['Condwiramurs', 'hours', 'today', 'Nimue'];['Condwiramurs', 'Nimue']
67354;The Lady of the Lake;'If I understand correctly,' Condwiramurs wiped her face, 'the end result of my experience on Inis Vitre should be to answer all the riddles and blank spaces in the legend of the Sorceress and the Witcher?';['Condwiramurs', 'Inis'];['Condwiramurs']
67357;The Lady of the Lake;This time Nimue did not consider it necessary to confirm this.;['Nimue'];['Nimue']
67360;The Lady of the Lake;The rest of the bucket of water, Nimue poured on herself.;['Nimue'];['Nimue']
67361;The Lady of the Lake;Condwiramurs admired her figure.;['Condwiramurs'];['Condwiramurs']
67364;The Lady of the Lake;Condwiramurs was only twenty-four and she envied her.;['Condwiramurs', 'only twenty-four'];['Condwiramurs']
67367;The Lady of the Lake;'Let's halt this discussion for a while,' cut off Nimue.;['Nimue'];['Nimue']
67376;The Lady of the Lake;Condwiramurs considered this behaviour offensive and reprehensible.;['Condwiramurs'];['Condwiramurs']
67379;The Lady of the Lake;So if it was true that in her early days on Inis Vitre, Condwiramurs was somewhat astonished by the inclinations of Nimue, they had now stopped.;['Condwiramurs', 'Nimue'];['Condwiramurs', 'Nimue']
67382;The Lady of the Lake;Nevertheless, thought Condwiramurs, it is an unforgivable insult and an affront turning towards this rods and bait when there were two women parading naked, with bodies worthy of nymphs, from which the eyes should not be able to break away.;['Condwiramurs', 'two'];['Condwiramurs']
67385;The Lady of the Lake;I know all of Reverend Jarre's, various scientific treatises on the popular editions that I will not even mention.;['Jarre'];['Jarre']
67390;The Lady of the Lake;'The same as,' Nimue nodded towards the boat on the lake, 'which the Fisher King has.;['Nimue', 'the Fisher King'];['Nimue']
67394;The Lady of the Lake;'So happy fishing then,' Condwiramurs sighed and began to dress.;['Condwiramurs'];['Condwiramurs']
67398;The Lady of the Lake;With all due respect, Nimue, but we are not the first in this fishery.;['Nimue', 'first'];['Nimue']
67401;The Lady of the Lake;'They left,' Nimue said with conviction, combing her hair, 'Blank spaces filled with rhetoric and fabrications.;['Nimue', 'Blank'];['Nimue']
67417;The Lady of the Lake;Nimue smiled.;['Nimue'];['Nimue']
67425;The Lady of the Lake;'Yes,' Geralt confirmed dryly.;['Geralt'];['Geralt']
67446;The Lady of the Lake;'Return to Caed Myrkvid, to see Cahir, who no doubt has had his scalp wound healed by the Druids.;['Caed Myrkvid', 'Cahir', 'Druids'];['Cahir']
